timestamp,object_type,confidence,x1,y1,x2,y2
2025-05-03 15:53:41,knife,0.2720,242,122,386,376
2025-05-03 15:53:47,person,0.9279,18,120,528,478
2025-05-03 15:53:47,baseball bat,0.8225,166,120,340,412
2025-05-03 15:53:52,person,0.9284,12,124,530,478
2025-05-03 15:53:52,baseball bat,0.6954,178,122,340,404
2025-05-03 15:54:12,person,0.9034,32,122,528,478
2025-05-03 15:54:12,baseball bat,0.7878,128,122,334,378
2025-05-03 15:54:17,person,0.8946,0,128,546,478
2025-05-03 15:54:17,baseball bat,0.4769,110,136,330,428
